distance,elevation_change,speed,energy
13.582562163812232,-7.0,3.395640540953058,3.6457793514668566
16.055808797296898,-7.0,3.2111617594593795,5.043906615810783
8.826517753257242,-3.0,2.942172584419081,3.347856242728007
4.659141165681648,-1.0,2.329570582840824,1.9830699407988575
8.739580855101638,-1.0,2.9131936183672127,3.9717706598571145
12.102106694691718,-1.0,3.0255266736729296,5.43214746862842
8.074636640068775,1.0,2.6915455466895915,4.555224564804814
8.258312367237298,2.0,2.7527707890790993,4.883081865706611
11.284586081696336,0.0,2.821146520424084,5.689921025718744
13.415318783434497,-1.0,2.6830637566868996,6.749072314840416
5.964721740329949,-1.0,2.9823608701649746,2.5525305218230963
8.62020100556227,-2.0,2.8734003351874233,3.6484140703893586
3.682202445150197,-2.0,3.682202445150197,0.8527541711605139
8.331663010011273,-5.0,4.165831505005636,1.4582164107007893
6.0913935044544525,-3.0,3.0456967522272262,1.9313975453118117
10.145272626901155,-3.0,2.536318156725289,4.665169083883081
8.31092787431927,-4.0,4.155463937159635,1.7717649512023488
22.792427694525664,-12.0,3.256061099217952,6.390469938616796
4.876771343510397,-2.0,2.4383856717551984,1.3606869970228639
4.00656467484264,-2.0,4.00656467484264,0.8754595272389848
18.190075924825962,5.0,3.031679320804327,10.198305314737816
14.6083194446767,-7.0,2.92166388893534,4.94258236112737
8.835791136508698,-5.0,2.945263712169566,2.7185053795556087
8.07984058999411,-1.0,2.6932801966647033,3.9255888412995876
18.983346691746295,10.0,3.796669338349259,10.603834268422242
6.4747685560631005,-4.0,3.2373842780315503,1.6432337989244166
4.947886714464735,1.0,2.4739433572323675,3.253176035006266
8.36105002841419,1.0,2.7870166761380637,4.575273501988994
10.190662340843666,0.0,2.5476655852109165,5.613346363859057
11.046535188363837,6.0,3.682178396121279,6.33825746318547
19.027014231271206,-1.0,2.718144890181601,9.591890996188985
33.172452128287354,11.0,3.0156774662079413,19.262071648980115
10.415030108073182,0.0,2.6037575270182955,5.629052107565123
8.093811492011845,-2.0,2.6979371640039482,3.6115668044408293
12.567048777086404,-1.0,3.141762194271601,5.464693414396049
10.103245942712975,-1.0,2.525811485678244,5.292227215989908
11.636509752185004,-4.0,2.909127438046251,4.45455568265295
17.459197199573158,2.0,2.9098661999288598,9.20214380397012
11.592509186611933,0.0,2.898127296652983,5.711475643062836
13.84895606144387,-7.0,3.4622390153609675,3.664426924301071
23.442962156152568,-5.0,2.6047735729058408,11.091007350930681
9.11765293014409,2.0,3.039217643381363,4.943235705110086
6.804973863916163,-1.0,3.4024869319580815,2.6113481704741317
10.992174749255877,-2.0,2.7480436873139693,5.039452232447911
14.732458580580872,-3.0,2.9464917161161743,6.211272100640661
11.860231972816134,-3.0,2.9650579932040335,4.78521623809713
15.900581360009669,-5.0,2.6500968933349447,6.888040695200678
10.070275546468388,-2.0,3.3567585154894624,3.7499192882527876
10.641784033122478,-1.0,2.6604460082806196,5.329924882318574
10.414635430963855,-4.0,2.603658857740964,4.36902448016747
7.452791762252477,-3.0,3.7263958811262383,2.026695423357674
7.452791762252477,3.0,2.4842639207508257,5.825847711678836
10.414635430963855,4.0,3.4715451436546183,5.664024480167469
10.641784033122478,1.0,2.6604460082806196,5.959924882318572
10.070275546468388,2.0,3.3567585154894624,5.009919288252787
15.900581360009669,5.0,2.6500968933349447,10.038040695200678
11.860231972816134,3.0,2.9650579932040335,6.67521623809713
14.732458580580872,3.0,2.9464917161161743,8.10127210064066
10.992174749255877,2.0,2.7480436873139693,6.299452232447912
6.804973863916163,1.0,2.268324621305388,4.543174085237066
9.11765293014409,-2.0,3.039217643381363,3.683235705110086
23.442962156152568,5.0,2.930370269519071,13.016007350930682
13.84895606144387,7.0,3.4622390153609675,8.07442692430107
11.592509186611933,0.0,2.898127296652983,5.711475643062836
17.459197199573158,-2.0,2.494171028510451,7.92607190198506
11.636509752185004,4.0,2.909127438046251,6.974555682652951
10.103245942712975,1.0,3.3677486475709917,4.6972272159899084
12.567048777086404,1.0,2.513409755417281,7.319693414396047
8.093811492011845,2.0,2.6979371640039482,4.871566804440829
10.415030108073182,0.0,3.471676702691061,4.404052107565123
33.172452128287354,-11.0,2.764371010690613,13.557071648980116
19.027014231271206,1.0,3.171169038545201,8.996890996188984
11.046535188363837,-6.0,2.7616337970909592,3.7832574631854685
10.190662340843666,0.0,3.3968874469478885,4.388346363859056
8.36105002841419,-1.0,2.7870166761380637,3.9452735019889933
4.947886714464735,-1.0,2.4739433572323675,1.9931760350062657
6.4747685560631005,4.0,3.2373842780315503,4.163233798924417
18.983346691746295,-10.0,3.163891115291049,5.528834268422241
8.07984058999411,1.0,2.6932801966647033,4.5555888412995875
8.835791136508698,5.0,4.417895568254349,4.6435053795556085
14.6083194446767,7.0,2.92166388893534,9.35258236112737
18.190075924825962,-5.0,3.031679320804327,7.048305314737816
4.00656467484264,2.0,2.00328233742132,3.8502297636194927
4.876771343510397,2.0,4.876771343510397,2.196373994045728
22.792427694525664,12.0,3.256061099217952,13.950469938616795
8.31092787431927,4.0,2.770309291439757,5.516764951202349
10.145272626901155,3.0,3.381757542300385,5.330169083883081
6.0913935044544525,3.0,3.0456967522272262,3.8213975453118123
8.331663010011273,5.0,2.777221003337091,5.833216410700789
3.682202445150197,2.0,3.682202445150197,2.112754171160514
