distance,elevation_change,speed,energy
13.869461258673182,0.0,3.4673653146682955,4.886946125867318
15.094111385838143,8.0,2.5156852309730238,19.409411138583813
25.00144614760712,3.0,2.7779384608452355,11.400144614760713
14.804628760435067,2.0,2.9609257520870136,8.580462876043507
10.290462952533728,-5.0,2.572615738133432,-4.470953704746627
11.102591777793307,-7.0,2.775647944448327,-7.98974082222067
8.012412764925802,-4.0,2.6708042549752675,-2.89875872350742
8.895594131622975,-7.0,2.965198043874325,-8.210440586837702
16.497719167046185,3.0,2.7496198611743643,10.549771916704618
20.01944149508154,-6.0,2.8599202135830772,-5.298055850491846
9.275023510354465,-3.0,2.3187558775886163,-0.9724976489645538
7.783644865219484,6.0,3.891822432609742,15.07836448652195
10.053635754580258,9.0,2.5134089386450644,20.70536357545803
7.512423677957652,3.0,2.504141225985884,9.651242367795765
16.49769782672847,1.0,2.749616304454745,6.949769782672847
11.703759655601134,0.0,2.9259399139002835,4.670375965560114
6.822387960123786,-2.0,3.411193980061893,0.5822387960123785
5.880266456618665,-3.0,2.9401332283093327,-1.311973354338134
11.10259304384308,-6.0,2.77564826096077,-6.1897406956156935
7.701051811867322,-7.0,2.567017270622441,-8.329894818813267
7.08903796392442,-2.0,2.3630126546414734,0.608903796392442
9.86977861712779,0.0,3.2899262057092638,4.486977861712779
10.80881648043085,-1.0,2.7022041201077127,2.7808816480430854
13.099552245337495,-1.0,2.619910449067499,3.0099552245337495
5.880267731521061,-1.0,2.9401338657605307,2.2880267731521062
7.089027600405625,-3.0,2.3630092001352083,-1.1910972399594382
11.474641299573074,-4.0,2.8686603248932685,-2.552535870042693
11.091094899312505,-3.0,2.7727737248281263,-0.79089051006875
15.892176874602209,-1.0,3.1784353749204417,3.289217687460221
13.329048458557367,2.0,2.6658096917114733,8.432904845855736
12.011661526790729,1.0,3.002915381697682,6.501166152679073
7.268668242225977,0.0,2.4228894140753257,4.226866824222598
6.943356563518629,1.0,2.3144521878395428,5.994335656351863
5.882980673849452,0.0,2.941490336924726,4.088298067384946
7.268670213826791,0.0,3.6343351069133956,4.226867021382679
7.284992146111352,-3.0,2.4283307153704508,-1.171500785388865
8.012429185382517,-3.0,2.670809728460839,-1.0987570814617476
3.335847799605519,-2.0,3.335847799605519,0.23358477996055171
3.091682686692406,-1.0,3.091682686692406,2.009168268669241
8.886059302612752,2.0,2.962019767537584,7.988605930261276
14.565258820541185,3.0,2.427543136756864,10.356525882054118
5.769594901080966,0.0,2.884797450540483,4.076959490108097
8.88605592782609,-4.0,2.962018642608697,-2.8113944072173913
11.102602750169597,-10.0,2.775650687542399,-13.389739724983045
6.664548272823636,-4.0,3.332274136411818,-3.033545172717637
6.664549792369129,-4.0,2.221516597456376,-3.0335450207630874
10.808864735721407,0.0,2.702216183930352,4.580886473572141
7.268673346615216,-7.0,3.634336673307608,-8.37313266533848
6.7406379491982165,-8.0,2.2468793163994056,-10.22593620508018
6.183377104561869,-5.0,3.0916885522809343,-4.881662289543813
10.635908367451409,-3.0,2.658977091862852,-0.8364091632548591
10.635907302733319,-3.0,2.6589768256833297,-0.8364092697266683
8.725559349870174,-4.0,2.9085197832900582,-2.8274440650129824
31.810703663597423,-5.0,2.8918821512361292,-2.318929633640259
14.424034026911334,-1.0,2.884806805382267,3.1424034026911336
11.107597329002845,-8.0,2.776899332250711,-9.789240267099716
11.760576259796307,-17.0,2.3521152519592614,-25.92394237402037
10.178214213766866,-8.0,3.392738071255622,-9.882178578623314
10.577642105515528,-1.0,2.644410526378882,2.7577642105515525
8.93559987598578,3.0,2.97853329199526,9.793559987598579
8.730417974678518,-13.0,2.9101393248928393,-19.02695820253215
12.231441931228494,-7.0,2.4462883862456986,-7.876855806877153
8.012455290350408,-3.0,2.6708184301168028,-1.098754470964959
7.7727928079831194,0.0,3.8863964039915597,4.277279280798312
6.549812963545377,-5.0,2.183270987848459,-4.8450187036454615
4.410222312982556,-3.0,4.410222312982556,1.6820444625965112
6.731245211325596,2.0,2.2437484037751987,7.7731245211325595
9.101117836965159,-5.0,3.033705945655053,-4.589888216303484
5.2974466852692075,1.0,2.6487233426346037,5.829744668526921
5.851932071127286,-1.0,2.925966035563643,2.2851932071127283
9.730507282076104,-3.0,2.432626820519026,-0.92694927179239
8.012467921164054,-3.0,4.006233960582027,2.4024935842328112
6.760609769332231,-3.0,2.2535365897774104,-1.2239390230667775
4.447797065613965,-3.0,2.2238985328069827,-1.4552202934386038
8.886127468314822,-2.0,2.9620424894382738,0.7886127468314821
5.769659217683895,1.0,2.8848296088419474,5.87696592176839
6.183420203376638,2.0,3.091710101688319,7.718342020337665
7.089124111137,1.0,2.363041370379,6.0089124111137
5.301427212049333,2.0,5.301427212049333,6.360285442409867
10.721286491767163,5.0,2.6803216229417908,13.572128649176719
3.850537733955596,1.0,1.925268866977798,5.685053773395559
2.22152891394727,-1.0,2.22152891394727,1.922152891394727
14.56154231333546,-7.0,2.912308462667092,-7.643845768666456
